Week,Year,GID,Name,Pos,Team,h.a,Oppt,DK.points,DK.salary,first_name,last_name,plyr.nm,Team_fmt,Opp_fmt
1,2019,1527,"Jackson, Lamar",QB,bal,a,mia,36.56,6000,Lamar,Jackson,L.Jackson,BAL,MIA
1,2019,1501,"Prescott, Dak",QB,dal,h,nyg,36.4,5900,Dak,Prescott,D.Prescott,DAL,NYG
1,2019,1518,"Watson, Deshaun",QB,hou,a,nor,31.72,6800,Deshaun,Watson,D.Watson,HOU,NO
1,2019,1340,"Stafford, Matthew",QB,det,a,ari,31.6,5400,Matthew,Stafford,M.Stafford,DET,ARI
1,2019,1523,"Mahomes II, Patrick",QB,kan,a,jac,30.32,7200,Patrick,Mahomes II,P.Mahomes,KC,JAX
1,2019,1435,"Keenum, Case",QB,was,a,phi,30.2,4900,Case,Keenum,C.Keenum,WAS,PHI
1,2019,1131,"Brady, Tom",QB,nwe,h,pit,28.64,6000,Tom,Brady,T.Brady,NE,PIT
1,2019,1514,"Wentz, Carson",QB,phi,h,was,28.02,5700,Carson,Wentz,C.Wentz,PHI,WAS
1,2019,1231,"Rivers, Philip",QB,lac,h,ind,27.92,5900,Philip,Rivers,P.Rivers,LAC,IND
1,2019,1403,"Dalton, Andy",QB,cin,a,sea,25.72,5000,Andy,Dalton,A.Dalton,CIN,SEA
1,2019,1537,"Murray, Kyler",QB,ari,h,det,25.62,5600,Kyler,Murray,K.Murray,ARI,DET
1,2019,1151,"Brees, Drew",QB,nor,h,hou,24.8,6400,Drew,Brees,D.Brees,NO,HOU
1,2019,1466,"Mariota, Marcus",QB,ten,a,cle,24.32,5200,Marcus,Mariota,M.Mariota,TEN,CLE
1,2019,1301,"Ryan, Matt",QB,atl,a,min,23.56,6100,Matt,Ryan,M.Ryan,ATL,MIN
1,2019,1529,"Allen, Josh",QB,buf,a,nyj,19.96,5600,Josh,Allen,J.Allen,BUF,NYJ
1,2019,1225,"Manning, Eli",QB,nyg,a,dal,18.84,5000,Eli,Manning,E.Manning,NYG,DAL
1,2019,1540,"Minshew, Gardner",QB,jac,h,kan,18.6,4000,Gardner,Minshew,G.Minshew,JAX,KC
1,2019,1412,"Wilson, Russell",QB,sea,h,cin,16.64,6300,Russell,Wilson,R.Wilson,SEA,CIN
1,2019,1496,"Brissett, Jacoby",QB,ind,a,lac,16.5,4400,Jacoby,Brissett,J.Brissett,IND,LAC
1,2019,1302,"Flacco, Joe",QB,den,a,oak,14.82,5100,Joe,Flacco,J.Flacco,DEN,OAK
1,2019,1441,"Carr, Derek",QB,oak,h,den,14.56,5400,Derek,Carr,D.Carr,OAK,DEN
1,2019,1415,"Cousins, Kirk",QB,min,h,atl,14.32,5500,Kirk,Cousins,K.Cousins,MIN,ATL
1,2019,1524,"Darnold, Sam",QB,nyj,h,buf,13,5100,Sam,Darnold,S.Darnold,NYJ,BUF
1,2019,1252,"Rodgers, Aaron",QB,gnb,a,chi,12.92,6500,Aaron,Rodgers,A.Rodgers,GB,CHI
1,2019,1528,"Mayfield, Baker",QB,cle,h,ten,12.4,6400,Baker,Mayfield,B.Mayfield,CLE,TEN
1,2019,1452,"Garoppolo, Jimmy",QB,sfo,a,tam,11.44,5800,Jimmy,Garoppolo,J.Garoppolo,SF,TB
1,2019,1242,"Fitzpatrick, Ryan",QB,mia,h,bal,11.2,4900,Ryan,Fitzpatrick,R.Fitzpatrick,MIA,BAL
1,2019,1232,"Roethlisberger, Ben",QB,pit,a,nwe,10.74,6300,Ben,Roethlisberger,B.Roethlisberger,PIT,NE
1,2019,1490,"Goff, Jared",QB,lar,a,car,10.44,6200,Jared,Goff,J.Goff,LA,CAR
1,2019,1465,"Winston, Jameis",QB,tam,h,sfo,10.06,6600,Jameis,Winston,J.Winston,TB,SF
1,2019,1519,"Trubisky, Mitchell",QB,chi,h,gnb,9.22,5700,Mitchell,Trubisky,M.Trubisky,CHI,GB
1,2019,1530,"Hill, Taysom",QB,nor,h,hou,8.7,4300,Taysom,Hill,T.Hill,NO,HOU
1,2019,1378,"Newton, Cam",QB,car,h,lar,7.36,6500,Cam,Newton,C.Newton,CAR,LA
1,2019,1408,"Griffin III, Robert",QB,bal,a,mia,7.1,4000,Robert,Griffin III,R.Griffin III,BAL,MIA
1,2019,1413,"Foles, Nick",QB,jac,h,kan,7,5300,Nick,Foles,N.Foles,JAX,KC
1,2019,1539,"Jones, Daniel",QB,nyg,a,dal,0.18,4300,Daniel,Jones,D.Jones,NYG,DAL
1,2019,1400,"Taylor, Tyrod",QB,lac,h,ind,0,4300,Tyrod,Taylor,T.Taylor,LAC,IND
1,2019,1521,"Rush, Cooper",QB,dal,h,nyg,0,4400,Cooper,Rush,C.Rush,DAL,NYG
1,2019,1298,"Moore, Matt",QB,kan,a,jac,-0.1,4000,Matt,Moore,M.Moore,KC,JAX
1,2019,1410,"Tannehill, Ryan",QB,ten,a,cle,-0.2,4400,Ryan,Tannehill,R.Tannehill,TEN,CLE
1,2019,1525,"Rosen, Josh",QB,mia,h,bal,-0.8,4700,Josh,Rosen,J.Rosen,MIA,BAL
1,2019,5536,"McCaffrey, Christian",RB,car,h,lar,45.9,8800,Christian,McCaffrey,C.McCaffrey,CAR,LA
1,2019,5575,"Ekeler, Austin",RB,lac,h,ind,39.4,5500,Austin,Ekeler,A.Ekeler,LAC,IND
1,2019,5559,"Cook, Dalvin",RB,min,h,atl,29,6000,Dalvin,Cook,D.Cook,MIN,ATL
1,2019,5445,"Henry, Derrick",RB,ten,a,cle,28.9,5900,Derrick,Henry,D.Henry,TEN,CLE
1,2019,5548,"Mack, Marlon",RB,ind,a,lac,28.4,5600,Marlon,Mack,M.Mack,IND,LAC
1,2019,5395,"Johnson, David",RB,ari,h,det,25.7,7700,David,Johnson,D.Johnson,ARI,DET
1,2019,2793,"Ingram, Mark",RB,bal,a,mia,25.7,5100,Mark,Ingram,M.Ingram,BAL,MIA
1,2019,5565,"Carson, Chris",RB,sea,h,cin,25.1,5700,Chris,Carson,C.Carson,SEA,CIN
1,2019,5712,"Jacobs, Josh",RB,oak,h,den,24.3,5200,Josh,Jacobs,J.Jacobs,OAK,DEN
1,2019,5562,"Kamara, Alvin",RB,nor,h,hou,23.9,8500,Alvin,Kamara,A.Kamara,NO,HOU
1,2019,2888,"Bell, Le'Veon",RB,nyj,h,buf,23.2,7100,Le'Veon,Bell,L.Bell,NYJ,BUF
1,2019,5614,"Barkley, Saquon",RB,nyg,a,dal,20.9,9000,Saquon,Barkley,S.Barkley,NYG,DAL
1,2019,2957,"Williams, Damien",RB,kan,a,jac,18.5,6300,Damien,Williams,Dam. Williams,KC,JAX
1,2019,5441,"Brown, Malcolm",RB,lar,a,car,17.3,3800,Malcolm,Brown,M.Brown,LA,CAR
1,2019,2915,"Thompson, Chris",RB,was,a,phi,14.8,3500,Chris,Thompson,C.Thompson,WAS,PHI
1,2019,5717,"Singletary, Devin",RB,buf,a,nyj,14.8,3600,Devin,Singletary,D.Singletary,BUF,NYJ
1,2019,2890,"Burkhead, Rex",RB,nwe,h,pit,13.5,3500,Rex,Burkhead,R.Burkhead,NE,PIT
1,2019,5444,"Elliott, Ezekiel",RB,dal,h,nyg,13.3,9200,Ezekiel,Elliott,E.Elliott,DAL,NYG
1,2019,2954,"White, James",RB,nwe,h,pit,13.2,4800,James,White,J.White,NE,PIT
1,2019,5547,"Gallman, Wayne",RB,nyg,a,dal,13.1,3000,Wayne,Gallman,W.Gallman,NYG,DAL
1,2019,2997,"Johnson, Duke",RB,hou,a,nor,13,3500,Duke,Johnson,D.Johnson,HOU,NO
1,2019,5564,"Cohen, Tarik",RB,chi,h,gnb,12.9,4800,Tarik,Cohen,T.Cohen,CHI,GB
1,2019,2899,"Murray, Latavius",RB,nor,h,hou,12.7,4100,Latavius,Murray,L.Murray,NO,HOU
1,2019,5534,"Fournette, Leonard",RB,jac,h,kan,12.4,6100,Leonard,Fournette,L.Fournette,JAX,KC
1,2019,5622,"Chubb, Nick",RB,cle,h,ten,11.5,6400,Nick,Chubb,N.Chubb,CLE,TEN
1,2019,2484,"Sproles, Darren",RB,phi,h,was,11.3,3100,Darren,Sproles,D.Sproles,PHI,WAS
1,2019,2992,"Gurley, Todd",RB,lar,a,car,11.1,7900,Todd,Gurley,T.Gurley,LA,CAR
1,2019,5630,"Lindsay, Phillip",RB,den,a,oak,10.6,5300,Phillip,Lindsay,P.Lindsay,DEN,OAK
1,2019,5537,"Conner, James",RB,pit,a,nwe,10.5,7300,James,Conner,J.Conner,PIT,NE
1,2019,5617,"Jones, Ronald",RB,tam,h,sfo,10.3,3900,Ronald,Jones,R.Jones,TB,SF
1,2019,2707,"McCoy, LeSean",RB,kan,a,jac,10.3,4600,LeSean,McCoy,L.McCoy,KC,JAX
1,2019,5320,"Davis, Mike",RB,chi,h,gnb,9.6,3500,Mike,Davis,M.Davis,CHI,GB
1,2019,2933,"Hyde, Carlos",RB,hou,a,nor,9.5,4100,Carlos,Hyde,C.Hyde,HOU,NO
1,2019,5683,"Hilliard, Dontrell",RB,cle,h,ten,8.8,3000,Dontrell,Hilliard,D.Hilliard,CLE,TEN
1,2019,2889,"Bernard, Giovani",RB,cin,a,sea,8.3,4100,Giovani,Bernard,G.Bernard,CIN,SEA
1,2019,5621,"Johnson, Kerryon",RB,det,a,ari,8.2,5800,Kerryon,Johnson,K.Johnson,DET,ARI
1,2019,2994,"Coleman, Tevin",RB,sfo,a,tam,7.6,5000,Tevin,Coleman,T.Coleman,SF,TB
1,2019,5447,"Howard, Jordan",RB,phi,h,was,7.5,4200,Jordan,Howard,J.Howard,PHI,WAS
1,2019,5697,"Ogunbowale, Dare",RB,tam,h,sfo,7.3,3000,Dare,Ogunbowale,D.Ogunbowale,TB,SF
1,2019,5682,"Jackson, Justin",RB,lac,h,ind,7.1,4000,Justin,Jackson,J.Jackson,LAC,IND
1,2019,5620,"Freeman, Royce",RB,den,a,oak,7.1,4200,Royce,Freeman,R.Freeman,DEN,OAK
1,2019,5743,"Ricard, Patrick",RB,bal,a,mia,7.1,3000,Patrick,Ricard,P.Ricard,BAL,MIA
1,2019,5616,"Guice, Derrius",RB,was,a,phi,6.8,4400,Derrius,Guice,D.Guice,WAS,PHI
1,2019,5507,"Barber, Peyton",RB,tam,h,sfo,6.5,4000,Peyton,Barber,P.Barber,TB,SF
1,2019,5644,"Armah, Alex",RB,car,h,lar,6.1,3000,Alex,Armah,A.Armah,CAR,LA
1,2019,5623,"Hines, Nyheim",RB,ind,a,lac,5.7,3900,Nyheim,Hines,N.Hines,IND,LAC
1,2019,5681,"Edwards, Gus",RB,bal,a,mia,5.6,3100,Gus,Edwards,G.Edwards,BAL,MIA
1,2019,5746,"Johnson, D'Ernest",RB,cle,h,ten,5.6,3000,D'Ernest,Johnson,D.Johnson,CLE,TEN
1,2019,5713,"Montgomery, David",RB,chi,h,gnb,5.5,5200,David,Montgomery,D.Montgomery,CHI,GB
1,2019,2930,"Freeman, Devonta",RB,atl,a,min,5.1,5300,Devonta,Freeman,D.Freeman,ATL,MIN
1,2019,5414,"Mostert, Raheem",RB,sfo,a,tam,5,3700,Raheem,Mostert,R.Mostert,SF,TB
1,2019,5658,"Smith, Ito",RB,atl,a,min,5,4000,Ito,Smith,I.Smith,ATL,MIN
1,2019,5543,"Jones, Aaron",RB,gnb,a,chi,4.9,5400,Aaron,Jones,A.Jones,GB,CHI
1,2019,5720,"Mattison, Alexander",RB,min,h,atl,4.9,3800,Alexander,Mattison,A.Mattison,MIN,ATL
1,2019,5446,"Drake, Kenyan",RB,mia,h,bal,4.7,4700,Kenyan,Drake,K.Drake,MIA,BAL
1,2019,5586,"McKissic, J.D.",RB,det,a,ari,4.4,3100,J.D.,McKissic,J.McKissic,DET,ARI
1,2019,2816,"Lewis, Dion",RB,ten,a,cle,4.3,4700,Dion,Lewis,D.Lewis,TEN,CLE
1,2019,5714,"Sanders, Miles",RB,phi,h,was,3.7,3900,Miles,Sanders,M.Sanders,PHI,WAS
1,2019,5535,"Mixon, Joe",RB,cin,a,sea,3.7,6700,Joe,Mixon,J.Mixon,CIN,SEA
1,2019,5567,"Breida, Matt",RB,sfo,a,tam,3.7,4000,Matt,Breida,M.Breida,SF,TB
1,2019,2924,"Anderson, C.J.",RB,det,a,ari,3.5,3900,C.J.,Anderson,C.Anderson,DET,ARI
1,2019,5541,"Williams, Jamaal",RB,gnb,a,chi,3.5,3300,Jamaal,Williams,J.Williams,GB,CHI
1,2019,2805,"DiMarco, Patrick",RB,buf,a,nyj,2.9,3000,Patrick,DiMarco,P.DiMarco,BUF,NYJ
1,2019,5719,"Hill, Justice",RB,bal,a,mia,2.7,3600,Justice,Hill,J.Hill,BAL,MIA
1,2019,2822,"Sherman, Anthony",RB,kan,a,jac,2.5,3000,Anthony,Sherman,A.Sherman,KC,JAX
1,2019,5718,"Pollard, Tony",RB,dal,h,nyg,2.4,4500,Tony,Pollard,T.Pollard,DAL,NYG
1,2019,5628,"Ballage, Kalen",RB,mia,h,bal,2.2,4500,Kalen,Ballage,K.Ballage,MIA,BAL
1,2019,2467,"Gore, Frank",RB,buf,a,nyj,2,3800,Frank,Gore,F.Gore,BUF,NYJ
1,2019,5618,"Penny, Rashaad",RB,sea,h,cin,1.8,4900,Rashaad,Penny,R.Penny,SEA,CIN
1,2019,5688,"Samuels, Jaylen",RB,pit,a,nwe,1.6,3800,Jaylen,Samuels,J.Samuels,PIT,NE
1,2019,5615,"Michel, Sony",RB,nwe,h,pit,1.4,5900,Sony,Michel,S.Michel,NE,PIT
1,2019,5744,"Thompson, Darwin",RB,kan,a,jac,1.3,3000,Darwin,Thompson,D.Thompson,KC,JAX
1,2019,5741,"Bawden, Nick",RB,det,a,ari,1,3000,Nick,Bawden,N.Bawden,DET,ARI
1,2019,2995,"Abdullah, Ameer",RB,min,h,atl,0.8,3000,Ameer,Abdullah,A.Abdullah,MIN,ATL
1,2019,5449,"Washington, DeAndre",RB,oak,h,den,0.8,3200,DeAndre,Washington,D.Washington,OAK,DEN
1,2019,2874,"Bolden, Brandon",RB,nwe,h,pit,0.7,3000,Brandon,Bolden,B.Bolden,NE,PIT
1,2019,5745,"Armstead, Ryquell",RB,jac,h,kan,0.7,3000,Ryquell,Armstead,R.Armstead,JAX,KC
1,2019,5742,"Johnson, Ty",RB,det,a,ari,0.6,3000,Ty,Johnson,T.Johnson,DET,ARI
1,2019,5619,"Edmonds, Chase",RB,ari,h,det,0.5,3100,Chase,Edmonds,C.Edmonds,ARI,DET
1,2019,5504,"Watt, Derek",RB,lac,h,ind,0.4,3000,Derek,Watt,D.Watt,LAC,IND
1,2019,5392,"Montgomery, Ty",RB,nyj,h,buf,0.4,3200,Ty,Montgomery,T.Montgomery,NYJ,BUF
1,2019,5588,"Penny, Elijhaa",RB,nyg,a,dal,0.3,3000,Elijhaa,Penny,E.Penny,NYG,DAL
1,2019,5490,"Richard, Jalen",RB,oak,h,den,0.3,3500,Jalen,Richard,J.Richard,OAK,DEN
1,2019,5629,"Walton, Mark",RB,mia,h,bal,0.1,3000,Mark,Walton,M.Walton,MIA,BAL
1,2019,5662,"Boone, Mike",RB,min,h,atl,0,3000,Mike,Boone,M.Boone,MIN,ATL
1,2019,2825,"Develin, James",RB,nwe,h,pit,0,3000,James,Develin,J.Develin,NE,PIT
1,2019,5483,"Washington, Dwayne",RB,nor,h,hou,0,3200,Dwayne,Washington,D.Washington,NO,HOU
1,2019,5735,"Bonnafon, Reggie",RB,car,h,lar,0,3000,Reggie,Bonnafon,R.Bonnafon,CAR,LA
1,2019,5510,"Pope, Troymaine",RB,lac,h,ind,0,3000,Troymaine,Pope,T.Pope,LAC,IND
1,2019,5663,"Bellore, Nick",RB,sea,h,cin,0,3000,Nick,Bellore,N.Bellore,SEA,CIN
1,2019,5581,"Ham, C.J.",RB,min,h,atl,0,3000,C.J.,Ham,C.Ham,MIN,ATL
1,2019,5473,"Smallwood, Wendell",RB,was,a,phi,0,3200,Wendell,Smallwood,W.Smallwood,WAS,PHI
1,2019,2912,"Line, Zach",RB,nor,h,hou,0,3000,Zach,Line,Z.Line,NO,HOU
1,2019,5625,"Wilkins, Jordan",RB,ind,a,lac,0,3000,Jordan,Wilkins,J.Wilkins,IND,LAC
1,2019,5762,"Gillaspia, Cullen",RB,hou,a,nor,0,3000,Cullen,Gillaspia,C.Gillaspia,HOU,NO
1,2019,5495,"Foster, D.J.",RB,ari,h,det,0,3000,D.J.,Foster,D.Foster,ARI,DET
1,2019,5737,"Cox, Chandler",RB,mia,h,bal,0,3000,Chandler,Cox,C.Cox,MIA,BAL
1,2019,5736,"Chunn, Jordan",RB,dal,h,nyg,0,3000,Jordan,Chunn,J.Chunn,DAL,NYG
1,2019,2887,"Barner, Kenjon",RB,atl,a,min,0,3000,Kenjon,Barner,K.Barner,ATL,MIN
1,2019,5708,"Williams, Darrel",RB,kan,a,jac,0,3400,Darrel,Williams,Dar.Williams,KC,JAX
1,2019,5763,"Howell, Buddy",RB,hou,a,nor,0,3800,Buddy,Howell,B.Howell,HOU,NO
1,2019,5468,"Booker, Devontae",RB,den,a,oak,0,3000,Devontae,Booker,D.Booker,DEN,OAK
1,2019,5738,"Homer, Travis",RB,sea,h,cin,0,3000,Travis,Homer,T.Homer,SEA,CIN
1,2019,5492,"Smith, Keith",RB,atl,a,min,0,3000,Keith,Smith,K.Smith,ATL,MIN
1,2019,5403,"Nix, Roosevelt",RB,pit,a,nwe,0,3000,Roosevelt,Nix,R.Nix,PIT,NE
1,2019,5470,"Ervin, Tyler",RB,jac,h,kan,0,3000,Tyler,Ervin,T.Ervin,JAX,KC
1,2019,2820,"Jones, Taiwan",RB,hou,a,nor,0,3000,Taiwan,Jones,T.Jones,HOU,NO
1,2019,5448,"Prosise, C.J.",RB,sea,h,cin,0,3000,C.J.,Prosise,C.Prosise,SEA,CIN
1,2019,5538,"Perine, Samaje",RB,cin,a,sea,0,3000,Samaje,Perine,S.Perine,CIN,SEA
1,2019,5740,"Snell, Benny",RB,pit,a,nwe,0,3300,Benny,Snell,B.Snell,PIT,NE
1,2019,5723,"Scarlett, Jordan",RB,car,h,lar,0,3400,Jordan,Scarlett,J.Scarlett,CAR,LA
1,2019,5764,"Ingold, Alec",RB,oak,h,den,0,3000,Alec,Ingold,A.Ingold,OAK,DEN
1,2019,5716,"Henderson, Darrell",RB,lar,a,car,0,4800,Darrell,Henderson,D.Henderson,LA,CAR
1,2019,5583,"Clement, Corey",RB,phi,h,was,0,3200,Corey,Clement,C.Clement,PHI,WAS
1,2019,2993,"Yeldon, T.J.",RB,buf,a,nyj,0,3300,T.J.,Yeldon,T.Yeldon,BUF,NYJ
1,2019,2959,"Fluellen, David",RB,ten,a,cle,0,3000,David,Fluellen,D.Fluellen,TEN,CLE
1,2019,5626,"Logan, T.J.",RB,tam,h,sfo,0,3000,T.J.,Logan,T.Logan,TB,SF
1,2019,2908,"Juszczyk, Kyle",RB,sfo,a,tam,0,3000,Kyle,Juszczyk,K.Juszczyk,SF,TB
1,2019,5739,"Smith, Tremon",RB,kan,a,jac,0,3000,Tremon,Smith,T.Smith,KC,JAX
1,2019,2913,"Olawale, Jamize",RB,dal,h,nyg,0,3000,Jamize,Olawale,J.Olawale,DAL,NYG
1,2019,5657,"Cannon, Trenton",RB,nyj,h,buf,0,3000,Trenton,Cannon,T.Cannon,NYJ,BUF
1,2019,5517,"Vitale, Dan",RB,gnb,a,chi,0,3000,Dan,Vitale,D.Vitale,GB,CHI
1,2019,5252,"Watkins, Sammy",WR,kan,a,jac,49.8,5000,Sammy,Watkins,S.Watkins,KC,JAX
1,2019,3770,"Jackson, DeSean",WR,phi,h,was,38.4,4500,DeSean,Jackson,D.Jackson,PHI,WAS
1,2019,5558,"Ross, John",WR,cin,a,sea,37.8,3900,John,Ross,J.Ross,CIN,SEA
1,2019,5206,"Hopkins, DeAndre",WR,hou,a,nor,34.1,8200,DeAndre,Hopkins,D.Hopkins,HOU,NO
1,2019,5730,"Brown, Marquise",WR,bal,a,mia,33.7,3800,Marquise,Brown,M.Brown,BAL,MIA
1,2019,5198,"Allen, Keenan",WR,lac,h,ind,29.3,7300,Keenan,Allen,K.Allen,LAC,IND
1,2019,5151,"Hilton, T.Y.",WR,ind,a,lac,28.7,6600,T.Y.,Hilton,T.Hilton,IND,LAC
1,2019,5264,"Brown, John",WR,buf,a,nyj,28.3,4300,John,Brown,J.Brown,BUF,NYJ
1,2019,3501,"Fitzgerald, Larry",WR,ari,h,det,28.3,4900,Larry,Fitzgerald,L.Fitzgerald,ARI,DET
1,2019,5659,"Chark, D.J.",WR,jac,h,kan,27.6,3300,D.J.,Chark,D.Chark,JAX,KC
1,2019,5757,"McLaurin, Terry",WR,was,a,phi,26.5,3300,Terry,McLaurin,T.McLaurin,WAS,PHI
1,2019,3851,"Amendola, Danny",WR,det,a,ari,26.4,3600,Danny,Amendola,D.Amendola,DET,ARI
1,2019,5634,"Gallup, Michael",WR,dal,h,nyg,25.8,4300,Michael,Gallup,M.Gallup,DAL,NYG
1,2019,5376,"Cooper, Amari",WR,dal,h,nyg,25.6,7000,Amari,Cooper,A.Cooper,DAL,NYG
1,2019,5432,"Williams, Tyrell",WR,oak,h,den,25.5,4500,Tyrell,Williams,Ty.Williams,OAK,DEN
1,2019,5384,"Dorsett, Phillip",WR,nwe,h,pit,25.5,3100,Phillip,Dorsett,P.Dorsett,NE,PIT
1,2019,5459,"Thomas, Michael",WR,nor,h,hou,25.3,8000,Michael,Thomas,M.Thomas,NO,HOU
1,2019,5410,"Crowder, Jamison",WR,nyj,h,buf,24.3,4100,Jamison,Crowder,J.Crowder,NYJ,BUF
1,2019,5153,"Jeffery, Alshon",WR,phi,h,was,22.1,5900,Alshon,Jeffery,A.Jeffery,PHI,WAS
1,2019,5637,"Sutton, Courtland",WR,den,a,oak,22,4700,Courtland,Sutton,C.Sutton,DEN,OAK
1,2019,5385,"Conley, Chris",WR,jac,h,kan,21.7,3100,Chris,Conley,C.Conley,JAX,KC
1,2019,5258,"Robinson, Allen",WR,chi,h,gnb,20.2,5400,Allen,Robinson,A.Robinson II,CHI,GB
1,2019,3670,"Ginn Jr., Ted",WR,nor,h,hou,20.1,4200,Ted,Ginn Jr.,T.Ginn,NO,HOU
1,2019,3983,"Sanders, Emmanuel",WR,den,a,oak,19.6,5300,Emmanuel,Sanders,E.Sanders,DEN,OAK
1,2019,5125,"Cobb, Randall",WR,dal,h,nyg,16.9,4200,Randall,Cobb,R.Cobb,DAL,NYG
1,2019,5217,"Woods, Robert",WR,lar,a,car,16.6,6400,Robert,Woods,R.Woods,LA,CAR
1,2019,5631,"Ridley, Calvin",WR,atl,a,min,16.4,5100,Calvin,Ridley,C.Ridley,ATL,MIN
1,2019,3826,"Edelman, Julian",WR,nwe,h,pit,16.38,6900,Julian,Edelman,J.Edelman,NE,PIT
1,2019,5165,"Gordon, Josh",WR,nwe,h,pit,16.3,5500,Josh,Gordon,J.Gordon,NE,PIT
1,2019,5728,"Brown, A.J.",WR,ten,a,cle,16,3500,A.J.,Brown,A.Brown,TEN,CLE
1,2019,5089,"Jones, Julio",WR,atl,a,min,15.1,8000,Julio,Jones,J.Jones,ATL,MIN
1,2019,5455,"Boyd, Tyler",WR,cin,a,sea,14.3,5800,Tyler,Boyd,T.Boyd,CIN,SEA
1,2019,5579,"Godwin, Chris",WR,tam,h,sfo,14.3,6200,Chris,Godwin,C.Godwin,TB,SF
1,2019,5603,"Westbrook, Dede",WR,jac,h,kan,14.2,4800,Dede,Westbrook,D.Westbrook,JAX,KC
1,2019,5554,"Golladay, Kenny",WR,det,a,ari,14.2,6300,Kenny,Golladay,K.Golladay,DET,ARI
1,2019,5323,"Beckham Jr., Odell",WR,cle,h,ten,14.1,8100,Odell,Beckham Jr.,O.Beckham,CLE,TEN
1,2019,5553,"Smith-Schuster, JuJu",WR,pit,a,nwe,13.8,7500,JuJu,Smith-Schuster,J.Smith-Schuster,PIT,NE
1,2019,5633,"Moore, D.J.",WR,car,h,lar,13.6,5500,D.J.,Moore,D.Moore,CAR,LA
1,2019,5652,"Quinn, Trey",WR,was,a,phi,13.3,3400,Trey,Quinn,T.Quinn,WAS,PHI
1,2019,5333,"Thielen, Adam",WR,min,h,atl,13.3,6800,Adam,Thielen,A.Thielen,MIN,ATL
1,2019,5725,"Metcalf, D.K.",WR,sea,h,cin,12.9,4000,D.K.,Metcalf,D.Metcalf,SEA,CIN
1,2019,5212,"Stills, Kenny",WR,hou,a,nor,12.7,4000,Kenny,Stills,K.Stills,HOU,NO
1,2019,5287,"Snead, Willie",WR,bal,a,mia,12.1,4000,Willie,Snead,W.Snead IV,BAL,MIA
1,2019,5335,"Landry, Jarvis",WR,cle,h,ten,11.7,5600,Jarvis,Landry,J.Landry,CLE,TEN
1,2019,5552,"Kupp, Cooper",WR,lar,a,car,11.6,5700,Cooper,Kupp,C.Kupp,LA,CAR
1,2019,5386,"Lockett, Tyler",WR,sea,h,cin,11.4,6000,Tyler,Lockett,T.Lockett,SEA,CIN
1,2019,5755,"Williams, Preston",WR,mia,h,bal,11.4,3000,Preston,Williams,P.Williams,MIA,BAL
1,2019,5674,"James, Richie",WR,sfo,a,tam,10.9,3000,Richie,James,R.James,SF,TB
1,2019,5159,"Sanu, Mohamed",WR,atl,a,min,10.7,4600,Mohamed,Sanu,M.Sanu,ATL,MIN
1,2019,5639,"Smith, Tre'Quan",WR,nor,h,hou,10.6,3900,Tre'Quan,Smith,T.Smith,NO,HOU
1,2019,5380,"Parker, DeVante",WR,mia,h,bal,10.5,3900,DeVante,Parker,D.Parker,MIA,BAL
1,2019,5636,"Kirk, Christian",WR,ari,h,det,10.4,4700,Christian,Kirk,C.Kirk,ARI,DET
1,2019,5268,"Latimer, Cody",WR,nyg,a,dal,10.4,3300,Cody,Latimer,C.Latimer,NYG,DAL
1,2019,5456,"Shepard, Sterling",WR,nyg,a,dal,10.2,5000,Sterling,Shepard,S.Shepard,NYG,DAL
1,2019,5168,"Jones, Marvin",WR,det,a,ari,10,4800,Marvin,Jones,M.Jones,DET,ARI
1,2019,5731,"Johnson, KeeSean",WR,ari,h,det,9.6,3000,KeeSean,Johnson,K.Johnson,ARI,DET
1,2019,5656,"Valdes-Scantling, Marquez",WR,gnb,a,chi,9.2,4400,Marquez,Valdes-Scantling,M.Valdes-Scantling,GB,CHI
1,2019,5353,"Fowler, Bennie",WR,nyg,a,dal,9,3000,Bennie,Fowler,B.Fowler,NYG,DAL
1,2019,5163,"Beasley, Cole",WR,buf,a,nyj,9,3600,Cole,Beasley,C.Beasley,BUF,NYJ
1,2019,5454,"Fuller, Will",WR,hou,a,nor,8.9,4900,Will,Fuller,W.Fuller,HOU,NO
1,2019,5569,"Switzer, Ryan",WR,pit,a,nwe,8.9,3200,Ryan,Switzer,R.Switzer,PIT,NE
1,2019,5531,"Byrd, Damiere",WR,ari,h,det,8.2,3000,Damiere,Byrd,D.Byrd,ARI,DET
1,2019,5387,"Hardy, Justin",WR,atl,a,min,8.1,3000,Justin,Hardy,J.Hardy,ATL,MIN
1,2019,5263,"Adams, Davante",WR,gnb,a,chi,7.6,7700,Davante,Adams,D.Adams,GB,CHI
1,2019,5260,"Richardson, Paul",WR,was,a,phi,7.6,3900,Paul,Richardson,P.Richardson,WAS,PHI
1,2019,5748,"Boykin, Miles",WR,bal,a,mia,7.5,3000,Miles,Boykin,M.Boykin,BAL,MIA
1,2019,5635,"Washington, James",WR,pit,a,nwe,7.1,3900,James,Washington,J.Washington,PIT,NE
1,2019,5475,"Higgins, Rashard",WR,cle,h,ten,6.6,3200,Rashard,Higgins,R.Higgins,CLE,TEN
1,2019,5556,"Samuel, Curtis",WR,car,h,lar,6.2,4200,Curtis,Samuel,C.Samuel,CAR,LA
